sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
2820,3:23.911 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3262586746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10317,4,02 0F FF 78 
2821,3:23.911 703 625,"SysTick","ISR Exit","Returns to Idle",3262587258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10321,3,03 80 04 
2822,3:23.912 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262602746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10324,4,02 0F 80 79 
2823,3:23.912 703 688,"SysTick","ISR Exit","Returns to Idle",3262603259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10328,3,03 81 04 
2824,3:23.913 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262618746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10331,4,02 0F FF 78 
2825,3:23.913 703 688,"SysTick","ISR Exit","Returns to Idle",3262619259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10335,3,03 81 04 
2826,3:23.914 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3262634746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10338,4,02 0F FF 78 
2827,3:23.914 703 625,"SysTick","ISR Exit","Returns to Idle",3262635258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10342,3,03 80 04 
2828,3:23.915 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262650746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10345,4,02 0F 80 79 
2829,3:23.915 703 688,"SysTick","ISR Exit","Returns to Idle",3262651259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10349,3,03 81 04 
2830,3:23.916 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262666746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10352,4,02 0F FF 78 
2831,3:23.916 703 688,"SysTick","ISR Exit","Returns to Idle",3262667259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10356,3,03 81 04 
2832,3:23.917 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262682746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10359,4,02 0F FF 78 
2833,3:23.917 703 688,"SysTick","ISR Exit","Returns to Idle",3262683259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10363,3,03 81 04 
2834,3:23.918 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3262698746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10366,4,02 0F FF 78 
2835,3:23.918 703 750,"SysTick","ISR Exit","Returns to Idle",3262699260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10370,3,03 82 04 
2836,3:23.919 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262714746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10373,4,02 0F FE 78 
2837,3:23.919 703 688,"SysTick","ISR Exit","Returns to Idle",3262715259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10377,3,03 81 04 
2838,3:23.920 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262730746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10380,4,02 0F FF 78 
2839,3:23.920 703 688,"SysTick","ISR Exit","Returns to Idle",3262731259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10384,3,03 81 04 
2840,3:23.921 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3262746746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10387,4,02 0F FF 78 
2841,3:23.921 703 750,"SysTick","ISR Exit","Returns to Idle",3262747260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10391,3,03 82 04 
2842,3:23.922 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262762746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10394,4,02 0F FE 78 
2843,3:23.922 703 688,"SysTick","ISR Exit","Returns to Idle",3262763259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10398,3,03 81 04 
2844,3:23.923 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262778746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10401,4,02 0F FF 78 
2845,3:23.923 703 688,"SysTick","ISR Exit","Returns to Idle",3262779259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10405,3,03 81 04 
2846,3:23.924 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262794746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10408,4,02 0F FF 78 
2847,3:23.924 703 688,"SysTick","ISR Exit","Returns to Idle",3262795259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10412,3,03 81 04 
2848,3:23.925 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3262810746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10415,4,02 0F FF 78 
2849,3:23.925 703 750,"SysTick","ISR Exit","Returns to Idle",3262811260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10419,3,03 82 04 
2850,3:23.926 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262826746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10422,4,02 0F FE 78 
2851,3:23.926 703 688,"SysTick","ISR Exit","Returns to Idle",3262827259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10426,3,03 81 04 
2852,3:23.927 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262842746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10429,4,02 0F FF 78 
2853,3:23.927 703 688,"SysTick","ISR Exit","Returns to Idle",3262843259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10433,3,03 81 04 
2854,3:23.928 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262858746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10436,4,02 0F FF 78 
2855,3:23.928 703 688,"SysTick","ISR Exit","Returns to Idle",3262859259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10440,3,03 81 04 
2856,3:23.929 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3262874746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10443,4,02 0F FF 78 
2857,3:23.929 703 750,"SysTick","ISR Exit","Returns to Idle",3262875260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10447,3,03 82 04 
2858,3:23.930 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3262890746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10450,4,02 0F FE 78 
2859,3:23.930 703 750,"SysTick","ISR Exit","Returns to Idle",3262891260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10454,3,03 82 04 
2860,3:23.931 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262906746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10457,4,02 0F FE 78 
2861,3:23.931 703 688,"SysTick","ISR Exit","Returns to Idle",3262907259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10461,3,03 81 04 
2862,3:23.932 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262922746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10464,4,02 0F FF 78 
2863,3:23.932 703 688,"SysTick","ISR Exit","Returns to Idle",3262923259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10468,3,03 81 04 
2864,3:23.933 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3262938746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10471,4,02 0F FF 78 
2865,3:23.933 703 625,"SysTick","ISR Exit","Returns to Idle",3262939258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10475,3,03 80 04 
2866,3:23.934 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262954746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10478,4,02 0F 80 79 
2867,3:23.934 703 688,"SysTick","ISR Exit","Returns to Idle",3262955259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10482,3,03 81 04 
2868,3:23.935 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3262970745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10485,4,02 0F FE 78 
2869,3:23.935 703 625,"SysTick","ISR Exit","Returns to Idle",3262971258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10489,3,03 81 04 
2870,3:23.936 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3262986746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10492,4,02 0F 80 79 
2871,3:23.936 703 688,"SysTick","ISR Exit","Returns to Idle",3262987259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10496,3,03 81 04 
2872,3:23.937 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263002746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10499,4,02 0F FF 78 
2873,3:23.937 703 688,"SysTick","ISR Exit","Returns to Idle",3263003259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10503,3,03 81 04 
2874,3:23.938 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263018746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10506,4,02 0F FF 78 
2875,3:23.938 703 688,"SysTick","ISR Exit","Returns to Idle",3263019259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10510,3,03 81 04 
2876,3:23.939 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263034746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10513,4,02 0F FF 78 
2877,3:23.939 703 688,"SysTick","ISR Exit","Returns to Idle",3263035259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10517,3,03 81 04 
2878,3:23.940 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263050746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10520,4,02 0F FF 78 
2879,3:23.940 703 688,"SysTick","ISR Exit","Returns to Idle",3263051259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10524,3,03 81 04 
2880,3:23.941 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263066746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10527,4,02 0F FF 78 
2881,3:23.941 703 688,"SysTick","ISR Exit","Returns to Idle",3263067259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10531,3,03 81 04 
2882,3:23.942 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3263082746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10534,4,02 0F FF 78 
2883,3:23.942 703 750,"SysTick","ISR Exit","Returns to Idle",3263083260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10538,3,03 82 04 
2884,3:23.943 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3263098745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10541,4,02 0F FD 78 
2885,3:23.943 703 625,"SysTick","ISR Exit","Returns to Idle",3263099258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10545,3,03 81 04 
2886,3:23.944 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3263114746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10548,4,02 0F 80 79 
2887,3:23.944 703 625,"SysTick","ISR Exit","Returns to Idle",3263115258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10552,3,03 80 04 
2888,3:23.945 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263130746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10555,4,02 0F 80 79 
2889,3:23.945 703 688,"SysTick","ISR Exit","Returns to Idle",3263131259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10559,3,03 81 04 
2890,3:23.946 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3263146746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10562,4,02 0F FF 78 
2891,3:23.946 703 625,"SysTick","ISR Exit","Returns to Idle",3263147258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10566,3,03 80 04 
2892,3:23.947 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263162746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10569,4,02 0F 80 79 
2893,3:23.947 703 688,"SysTick","ISR Exit","Returns to Idle",3263163259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10573,3,03 81 04 
2894,3:23.948 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3263178747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10576,4,02 0F 80 79 
2895,3:23.948 703 750,"SysTick","ISR Exit","Returns to Idle",3263179260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10580,3,03 81 04 
2896,3:23.949 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263194746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10583,4,02 0F FE 78 
2897,3:23.949 703 688,"SysTick","ISR Exit","Returns to Idle",3263195259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10587,3,03 81 04 
2898,3:23.950 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263210746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10590,4,02 0F FF 78 
2899,3:23.950 703 688,"SysTick","ISR Exit","Returns to Idle",3263211259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10594,3,03 81 04 
2900,3:23.951 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263226746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10597,4,02 0F FF 78 
2901,3:23.951 703 688,"SysTick","ISR Exit","Returns to Idle",3263227259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10601,3,03 81 04 
2902,3:23.952 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263242746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10604,4,02 0F FF 78 
2903,3:23.952 703 688,"SysTick","ISR Exit","Returns to Idle",3263243259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10608,3,03 81 04 
2904,3:23.953 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263258746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10611,4,02 0F FF 78 
2905,3:23.953 703 688,"SysTick","ISR Exit","Returns to Idle",3263259259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10615,3,03 81 04 
2906,3:23.954 671 688,"SysTick","ISR Enter","Runs for 32.125 us",3263274747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10618,4,02 0F 80 79 
2907,3:23.954 703 813,"SysTick","ISR Exit","Returns to Idle",3263275261,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10622,3,03 82 04 
2908,3:23.955 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3263290747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10625,4,02 0F FE 78 
2909,3:23.955 703 750,"SysTick","ISR Exit","Returns to Idle",3263291260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10629,3,03 81 04 
2910,3:23.956 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263306746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10632,4,02 0F FE 78 
2911,3:23.956 703 688,"SysTick","ISR Exit","Returns to Idle",3263307259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10636,3,03 81 04 
2912,3:23.957 671 688,"SysTick","ISR Enter","Runs for 32.125 us",3263322747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10639,4,02 0F 80 79 
2913,3:23.957 703 813,"SysTick","ISR Exit","Returns to Idle",3263323261,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10643,3,03 82 04 
2914,3:23.958 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263338746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10646,4,02 0F FD 78 
2915,3:23.958 703 688,"SysTick","ISR Exit","Returns to Idle",3263339259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10650,3,03 81 04 
2916,3:23.959 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3263354746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10653,4,02 0F FF 78 
2917,3:23.959 703 625,"SysTick","ISR Exit","Returns to Idle",3263355258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10657,3,03 80 04 
2918,3:23.960 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3263370746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10660,4,02 0F 80 79 
2919,3:23.960 703 625,"SysTick","ISR Exit","Returns to Idle",3263371258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10664,3,03 80 04 
2920,3:23.961 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263386746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10667,4,02 0F 80 79 
2921,3:23.961 703 688,"SysTick","ISR Exit","Returns to Idle",3263387259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10671,3,03 81 04 
2922,3:23.962 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263402746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10674,4,02 0F FF 78 
2923,3:23.962 703 688,"SysTick","ISR Exit","Returns to Idle",3263403259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10678,3,03 81 04 
2924,3:23.963 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263418746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10681,4,02 0F FF 78 
2925,3:23.963 703 688,"SysTick","ISR Exit","Returns to Idle",3263419259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10685,3,03 81 04 
2926,3:23.964 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263434746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10688,4,02 0F FF 78 
2927,3:23.964 703 688,"SysTick","ISR Exit","Returns to Idle",3263435259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10692,3,03 81 04 
2928,3:23.965 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263450746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10695,4,02 0F FF 78 
2929,3:23.965 703 688,"SysTick","ISR Exit","Returns to Idle",3263451259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10699,3,03 81 04 
2930,3:23.966 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3263466745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10702,4,02 0F FE 78 
2931,3:23.966 703 625,"SysTick","ISR Exit","Returns to Idle",3263467258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10706,3,03 81 04 
2932,3:23.967 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3263482746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10709,4,02 0F 80 79 
2933,3:23.967 703 750,"SysTick","ISR Exit","Returns to Idle",3263483260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10713,3,03 82 04 
2934,3:23.968 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3263498746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10716,4,02 0F FE 78 
2935,3:23.968 703 750,"SysTick","ISR Exit","Returns to Idle",3263499260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10720,3,03 82 04 
2936,3:23.969 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263514746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10723,4,02 0F FE 78 
2937,3:23.969 703 688,"SysTick","ISR Exit","Returns to Idle",3263515259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10727,3,03 81 04 
2938,3:23.970 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263530746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10730,4,02 0F FF 78 
2939,3:23.970 703 688,"SysTick","ISR Exit","Returns to Idle",3263531259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10734,3,03 81 04 
2940,3:23.971 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263546746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10737,4,02 0F FF 78 
2941,3:23.971 703 688,"SysTick","ISR Exit","Returns to Idle",3263547259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10741,3,03 81 04 
2942,3:23.972 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263562746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10744,4,02 0F FF 78 
2943,3:23.972 703 688,"SysTick","ISR Exit","Returns to Idle",3263563259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10748,3,03 81 04 
2944,3:23.973 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263578746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10751,4,02 0F FF 78 
2945,3:23.973 703 688,"SysTick","ISR Exit","Returns to Idle",3263579259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10755,3,03 81 04 
2946,3:23.974 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263594746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10758,4,02 0F FF 78 
2947,3:23.974 703 688,"SysTick","ISR Exit","Returns to Idle",3263595259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10762,3,03 81 04 
2948,3:23.975 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3263610746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10765,4,02 0F FF 78 
